track_name,artist_name,genre,artist_country,release_year,release_month,streams,popularity,duration_ms,danceability,energy,valence,tempo,acousticness,loudness,speechiness,mood,duration_min
Starboy,The Weeknd,R&B/Pop,CA,2019,1,3707485,100,241008,0.652,0.485,0.673,86.3,0.397,-5.68,0.213,Romantic,4.02
Starboy,The Weeknd,R&B/Pop,CA,2020,9,4493291,96,126323,0.772,0.329,0.785,124.7,0.394,-3.43,0.078,Sad,2.11
Todo,Nucleya,Electronic,IN,2020,1,2801893,75,253327,0.389,0.271,0.658,96.3,0.171,-3.09,0.388,Romantic,4.22
Barso Re,Shreya Ghoshal,Bollywood,IN,2018,11,2503847,79,213046,0.529,0.321,0.701,146.0,0.082,-10.17,0.272,Motivational,3.55
Shape of You,Ed Sheeran,Pop,GB,2020,7,1007908,82,244390,0.573,0.559,0.256,152.9,0.399,-11.81,0.129,Sad,4.07
Money Trees,Kendrick Lamar,Hip-Hop,US,2020,3,4730392,84,204211,0.333,0.501,0.293,111.8,0.311,-6.85,0.006,Hype,3.4
Video Games,Lana Del Rey,Indie-Pop,US,2022,5,3512315,72,265201,0.651,0.616,0.429,87.2,0.385,-3.49,0.297,Melancholic,4.42
As It Was,Harry Styles,Pop,GB,2021,10,7593735,97,203859,0.387,0.764,0.454,122.3,0.021,-6.79,0.133,Energetic,3.4
Naag,Nucleya,Electronic,IN,2020,2,1662225,51,175765,0.454,0.739,0.367,132.6,0.084,-12.42,0.011,Melancholic,2.93
Sunflower,Post Malone,Hip-Hop/Pop,US,2020,8,9468294,91,159488,0.625,0.887,0.363,64.6,0.367,-8.34,0.078,Sad,2.66
A Sky Full of Stars,Coldplay,Rock/Pop,GB,2020,8,4325739,91,157862,0.812,0.42,0.489,109.7,0.564,-13.94,0.238,Happy,2.63
New Rules,Dua Lipa,Pop,GB,2021,5,14864499,90,156788,0.754,0.707,0.535,127.1,0.241,-11.58,0.115,Happy,2.61
Blank Space,Taylor Swift,Pop,US,2020,9,16602347,91,237050,0.584,0.623,0.455,144.1,0.464,-10.0,0.182,Energetic,3.95
Ae Dil Hai Mushkil,Arijit Singh,Bollywood,IN,2022,11,5310882,87,212832,0.652,0.565,0.795,138.9,0.103,-8.84,0.079,Hype,3.55
Save Your Tears,The Weeknd,R&B/Pop,CA,2018,4,2994904,74,169510,0.692,0.381,0.679,107.0,0.458,-1.02,0.145,Motivational,2.83
Break My Heart,Dua Lipa,Pop,GB,2022,1,1384804,73,218877,0.468,0.726,0.584,141.1,0.37,-5.52,0.115,Energetic,3.65
Alright,Kendrick Lamar,Hip-Hop,US,2020,8,11908833,75,222869,0.688,0.462,0.138,94.7,0.438,-9.11,0.047,Melancholic,3.71
Good Days,SZA,R&B,US,2022,6,1919116,89,226943,0.794,0.223,0.191,112.0,0.088,-11.02,0.128,Sad,3.78
Sunflower,Post Malone,Hip-Hop/Pop,US,2019,2,4472286,80,180400,0.704,0.267,0.74,125.6,0.13,-6.51,0.158,Happy,3.01
A Sky Full of Stars,Coldplay,Rock/Pop,GB,2022,7,3684866,82,237185,0.65,0.664,0.486,151.5,0.151,-10.7,0.263,Melancholic,3.95
Photograph,Ed Sheeran,Pop,GB,2023,8,4411737,100,163833,0.416,0.543,0.202,120.2,0.458,-4.58,0.053,Romantic,2.73
Agni Natchathiram,Ilaiyaraaja,Bollywood,IN,2023,8,6592198,59,206195,0.774,0.291,0.402,128.3,0.216,-1.87,0.283,Romantic,3.44
Agar Tum Saath Ho,Pritam,Bollywood,IN,2018,8,3481869,63,215162,0.637,0.694,0.591,85.3,0.226,-8.44,0.247,Energetic,3.59
HUMBLE,Kendrick Lamar,Hip-Hop,US,2023,6,3582976,81,225368,0.754,0.341,0.785,97.6,0.643,-2.28,0.034,Motivational,3.76
Cruel Summer,Taylor Swift,Pop,US,2022,5,3894440,100,231308,0.451,0.545,0.315,110.4,0.623,-9.1,0.048,Chill,3.86
The Scientist,Coldplay,Rock/Pop,GB,2020,9,10435240,81,189014,0.277,0.517,0.635,122.4,0.339,-8.63,0.453,Romantic,3.15
Agar Tum Saath Ho,Pritam,Bollywood,IN,2019,4,3698188,76,125885,0.409,0.499,0.229,162.3,0.234,-5.5,0.116,Hype,2.1
Channa Mereya,Arijit Singh,Bollywood,IN,2022,10,2877800,94,209677,0.408,0.776,0.454,127.8,0.137,-3.33,0.056,Motivational,3.49
Swimming Pools,Kendrick Lamar,Hip-Hop,US,2019,10,3943633,92,212178,0.69,0.262,0.429,109.5,0.207,-9.83,0.416,Melancholic,3.54
Love Story,Taylor Swift,Pop,US,2021,12,1449322,97,204104,0.724,0.43,0.486,146.0,0.214,-3.82,0.01,Hype,3.4
DNA,BTS,K-Pop,KR,2021,10,2062159,91,182271,0.682,0.675,0.415,138.7,0.094,-9.13,0.131,Melancholic,3.04
Hotline Bling,Drake,Hip-Hop,CA,2023,2,2199431,88,237030,0.721,0.844,0.34,128.5,0.186,-13.36,0.214,Hype,3.95
Swimming Pools,Kendrick Lamar,Hip-Hop,US,2020,3,4032670,81,178018,0.397,0.458,0.531,132.8,0.056,-4.32,0.083,Energetic,2.97
HUMBLE,Drake,Hip-Hop,CA,2022,1,5294948,93,179766,0.593,0.72,0.72,108.7,0.1,-9.99,0.075,Melancholic,3.0
Butter,BTS,K-Pop,KR,2020,3,8188414,80,261751,0.577,0.381,0.223,116.1,0.119,-12.23,0.102,Energetic,4.36
Rockstar,Post Malone,Hip-Hop/Pop,US,2020,9,5215515,75,186076,0.824,0.864,0.296,105.4,0.266,-2.61,0.14,Chill,3.1
Love Story,Taylor Swift,Pop,US,2019,11,7389298,95,200044,0.605,0.201,0.393,149.3,0.1,-0.82,0.08,Chill,3.33
Hotline Bling,Drake,Hip-Hop,CA,2022,9,4049063,89,196639,0.896,0.258,0.454,155.1,0.173,-2.2,0.028,Melancholic,3.28
Butter,BTS,K-Pop,KR,2022,10,6167207,92,200832,0.514,0.782,0.671,108.6,0.156,-8.76,0.128,Energetic,3.35
Viva la Vida,Coldplay,Rock/Pop,GB,2023,10,7273816,77,225496,0.566,0.398,0.658,109.9,0.183,-12.47,0.082,Motivational,3.76
Kill Bill,SZA,R&B,US,2018,2,3331438,78,210285,0.431,0.373,0.697,123.1,0.176,-8.02,0.271,Happy,3.5
Snooze,SZA,R&B,US,2023,4,3674102,86,224608,0.531,0.666,0.431,81.2,0.811,-7.39,0.252,Sad,3.74
Roja,Ilaiyaraaja,Bollywood,IN,2021,11,8461718,76,225664,0.506,0.681,0.646,91.4,0.305,-11.09,0.066,Chill,3.76
Tujh Mein Rab Dikhta Hai,Shreya Ghoshal,Bollywood,IN,2019,11,1488654,82,186484,0.872,0.492,0.427,106.7,0.305,-8.92,0.302,Sad,3.11
Tujh Mein Rab Dikhta Hai,Shreya Ghoshal,Bollywood,IN,2018,12,3145838,70,220515,0.712,0.652,0.683,89.6,0.312,-4.29,0.32,Happy,3.68
A Sky Full of Stars,Coldplay,Rock/Pop,GB,2021,8,1274300,79,220822,0.67,0.341,0.24,102.4,0.324,0.05,0.11,Hype,3.68
Dil Se,A.R. Rahman,Bollywood,IN,2022,3,5040527,69,184633,0.326,0.477,0.217,127.0,0.525,-12.38,0.216,Motivational,3.08
Sunflower,Post Malone,Hip-Hop/Pop,US,2021,3,4271441,79,227092,0.708,0.528,0.922,135.5,0.17,-3.91,0.141,Motivational,3.78
Permission to Dance,BTS,K-Pop,KR,2018,6,5903037,98,282047,0.286,0.649,0.726,104.6,0.176,-12.62,0.121,Romantic,4.7
HUMBLE,Kendrick Lamar,Hip-Hop,US,2020,8,5493025,89,243702,0.523,0.419,0.749,109.1,0.341,-6.56,0.032,Romantic,4.06
God's Plan,Drake,Hip-Hop,CA,2018,5,9679581,100,201967,0.797,0.338,0.198,111.4,0.136,-13.64,0.273,Sad,3.37
Nayagan,Ilaiyaraaja,Bollywood,IN,2019,3,6884575,78,254591,0.324,0.752,0.425,88.9,0.357,-6.67,0.267,Motivational,4.24
Snooze,SZA,R&B,US,2019,3,5617578,83,253830,0.813,0.534,0.353,126.9,0.596,-9.34,0.219,Hype,4.23
DNA,BTS,K-Pop,KR,2021,5,5771519,99,193768,0.706,0.559,0.308,118.6,0.791,-8.24,0.201,Hype,3.23
Tum Hi Ho,Arijit Singh,Bollywood,IN,2021,9,6385950,89,213953,0.802,0.591,0.603,125.4,0.436,-11.52,0.083,Hype,3.57
Happier Than Ever,Billie Eilish,Alt-Pop,US,2022,6,1993149,93,228603,0.373,0.521,0.576,118.1,0.342,-3.62,0.058,Happy,3.81
Starboy,The Weeknd,R&B/Pop,CA,2021,10,2161467,71,184841,0.731,0.225,0.781,91.1,0.141,-8.9,0.243,Hype,3.08
Dola Re Dola,Shreya Ghoshal,Bollywood,IN,2018,2,6293517,80,227081,0.736,0.709,0.162,109.1,0.382,-11.8,0.074,Sad,3.78
Hotline Bling,Drake,Hip-Hop,CA,2023,6,4651940,88,204641,0.805,0.653,0.29,138.1,0.37,-6.72,0.043,Sad,3.41
Levitating,Dua Lipa,Pop,GB,2021,1,3734298,88,188569,0.548,0.635,0.777,133.9,0.529,-6.71,0.124,Romantic,3.14
New Rules,Dua Lipa,Pop,GB,2020,2,4311512,83,142733,0.629,0.553,0.34,136.9,0.165,-1.39,0.008,Sad,2.38
DNA,BTS,K-Pop,KR,2022,5,8495903,75,197733,0.895,0.458,0.607,148.3,0.513,-10.25,0.116,Melancholic,3.3
God's Plan,Drake,Hip-Hop,CA,2021,6,6482657,100,231058,0.332,0.672,0.162,123.4,0.252,-4.79,0.036,Motivational,3.85
Naag,Nucleya,Electronic,IN,2019,4,11357210,76,240130,0.309,0.324,0.663,99.9,0.522,-4.63,0.048,Sad,4.0
Dynamite,BTS,K-Pop,KR,2018,1,7296276,91,225721,0.325,0.546,0.888,116.2,0.139,-8.22,0.335,Energetic,3.76
White Iverson,Post Malone,Hip-Hop/Pop,US,2022,8,2472316,84,214132,0.594,0.533,0.373,142.1,0.086,-13.39,0.211,Energetic,3.57
Mouna Ragam,Ilaiyaraaja,Bollywood,IN,2019,6,19739013,71,199637,0.678,0.293,0.668,94.3,0.051,0.03,0.295,Motivational,3.33
A Sky Full of Stars,Coldplay,Rock/Pop,GB,2022,12,2035616,73,222182,0.894,0.573,0.798,117.3,0.412,-9.41,0.103,Chill,3.7
Snooze,SZA,R&B,US,2022,9,4718157,100,263075,0.415,0.707,0.235,82.6,0.298,-11.62,0.124,Hype,4.38
Snooze,SZA,R&B,US,2021,1,6047534,75,188999,0.664,0.702,0.555,133.2,0.31,-8.03,0.155,Motivational,3.15
Circles,Post Malone,Hip-Hop/Pop,US,2021,10,4395189,74,239512,0.77,0.744,0.882,129.0,0.111,-3.15,0.299,Chill,3.99
Ek Villain,Arijit Singh,Bollywood,IN,2021,5,15554390,86,178368,0.447,0.426,0.565,132.2,0.54,-8.43,0.201,Romantic,2.97
After Hours,The Weeknd,R&B/Pop,CA,2021,3,8899644,92,136705,0.635,0.39,0.36,57.7,0.143,-3.14,0.042,Sad,2.28
One Dance,Drake,Hip-Hop,CA,2018,10,2678612,90,180408,0.414,0.657,0.407,111.3,0.434,-5.7,0.154,Melancholic,3.01
Jai Ho,A.R. Rahman,Bollywood,IN,2021,6,1717749,82,200465,0.58,0.376,0.529,117.3,0.149,-6.94,0.197,Sad,3.34
HUMBLE,Drake,Hip-Hop,CA,2023,4,5656888,89,171484,0.665,0.638,0.457,129.9,0.616,-10.13,0.091,Sad,2.86
Permission to Dance,BTS,K-Pop,KR,2021,12,16563034,93,271547,0.299,0.228,0.339,126.5,0.18,-4.46,0.049,Happy,4.53
Laugh Now Cry Later,Drake,Hip-Hop,CA,2019,9,6982556,76,213637,0.313,0.644,0.572,116.6,0.089,-7.73,0.039,Motivational,3.56
Blue Jeans,Lana Del Rey,Indie-Pop,US,2021,6,3224407,73,167149,0.529,0.378,0.445,84.5,0.736,-5.51,0.154,Energetic,2.79
Swimming Pools,Kendrick Lamar,Hip-Hop,US,2020,9,2684696,87,213718,0.722,0.796,0.632,119.9,0.196,-4.73,0.045,Motivational,3.56
Castle on the Hill,Ed Sheeran,Pop,GB,2021,4,2423851,88,241939,0.842,0.332,0.434,110.1,0.318,-10.65,0.128,Romantic,4.03
Castle on the Hill,Ed Sheeran,Pop,GB,2020,4,3635536,87,227415,0.594,0.237,0.754,122.8,0.37,-7.55,0.105,Chill,3.79
Sun Raha Hai,Shreya Ghoshal,Bollywood,IN,2023,12,2835444,59,238591,0.641,0.803,0.495,106.1,0.482,-3.81,0.324,Hype,3.98
White Iverson,Post Malone,Hip-Hop/Pop,US,2020,9,13078743,83,206232,0.489,0.559,0.698,131.5,0.567,-10.84,0.277,Chill,3.44
Teri Meri,Shreya Ghoshal,Bollywood,IN,2022,11,11222094,69,222324,0.853,0.684,0.774,119.9,0.089,-6.85,0.015,Sad,3.71
Senorita,Vishal-Shekhar,Bollywood,IN,2019,5,1449842,85,213809,0.493,0.583,0.638,161.7,0.366,-7.72,0.274,Happy,3.56
Teri Meri,Shreya Ghoshal,Bollywood,IN,2020,8,5719896,80,183138,0.291,0.654,0.569,127.9,0.177,-12.66,0.042,Chill,3.05
Young and Beautiful,Lana Del Rey,Indie-Pop,US,2019,9,8244008,72,207649,0.28,0.547,0.684,137.5,0.115,-5.98,0.052,Chill,3.46
Naag,Nucleya,Electronic,IN,2019,2,1956846,76,191492,0.703,0.166,0.591,109.8,0.155,-5.53,0.079,Romantic,3.19
bad guy,Billie Eilish,Alt-Pop,US,2023,9,3157962,91,235676,0.6,0.564,0.509,122.4,0.348,-8.97,0.142,Romantic,3.93
bad guy,Billie Eilish,Alt-Pop,US,2018,7,10008399,90,201433,0.829,0.696,0.723,107.9,0.328,-1.22,0.057,Motivational,3.36
Summertime Sadness,Lana Del Rey,Indie-Pop,US,2023,3,5963071,90,199114,0.523,0.384,0.633,134.3,0.447,-5.13,0.224,Happy,3.32
Laung Gawacha,Nucleya,Electronic,IN,2021,11,3006625,94,182395,0.528,0.677,0.351,83.3,0.192,-12.29,0.063,Hype,3.04
Young and Beautiful,Lana Del Rey,Indie-Pop,US,2020,6,2312471,80,251339,0.832,0.387,0.452,122.2,0.288,-12.51,0.008,Chill,4.19
Blinding Lights,The Weeknd,R&B/Pop,CA,2023,10,5013911,90,232468,0.743,0.572,0.698,108.4,0.082,-3.88,0.018,Romantic,3.87
Bass Rani,Nucleya,Electronic,IN,2019,7,2890840,70,180467,0.216,0.252,0.166,93.5,0.331,-14.13,0.161,Energetic,3.01
Can't Feel My Face,The Weeknd,R&B/Pop,CA,2021,3,3803968,100,209895,0.638,0.626,0.576,135.5,0.401,-4.81,0.373,Chill,3.5
Blinding Lights,The Weeknd,R&B/Pop,CA,2020,10,5309098,94,172603,0.339,0.391,0.662,121.7,0.269,-4.51,0.092,Melancholic,2.88
Sunflower,Post Malone,Hip-Hop/Pop,US,2021,11,4762228,85,246684,0.497,0.769,0.328,115.8,0.215,-4.43,0.05,Hype,4.11
Laugh Now Cry Later,Drake,Hip-Hop,CA,2021,5,3771614,81,198838,0.627,0.379,0.441,129.2,0.16,-10.4,0.223,Romantic,3.31
Raabta,Pritam,Bollywood,IN,2019,12,3406710,77,203785,0.597,0.362,0.492,139.9,0.21,-7.58,0.082,Hype,3.4
Perfect,Ed Sheeran,Pop,GB,2018,12,6433818,82,248960,0.629,0.42,0.702,98.3,0.177,-10.43,0.049,Motivational,4.15
Dola Re Dola,Shreya Ghoshal,Bollywood,IN,2023,4,4500589,77,224200,0.56,0.464,0.43,116.2,0.061,-7.77,0.112,Energetic,3.74
Nayagan,Ilaiyaraaja,Bollywood,IN,2021,9,3871850,68,208937,0.516,0.41,0.612,126.4,0.189,-8.92,0.351,Motivational,3.48
Blank Space,Taylor Swift,Pop,US,2023,2,7664397,94,198050,0.218,0.706,0.294,102.8,0.448,-4.2,0.005,Energetic,3.3
HUMBLE,Drake,Hip-Hop,CA,2020,4,1795184,66,187557,0.634,0.502,0.593,134.4,0.119,-4.87,0.076,Happy,3.13
Thinking Out Loud,Ed Sheeran,Pop,GB,2019,8,4099528,97,226115,0.701,0.543,0.471,125.2,0.436,-6.77,0.221,Chill,3.77
Sunflower,Post Malone,Hip-Hop/Pop,US,2022,12,2922234,83,208323,0.478,0.484,0.413,86.3,0.246,-6.64,0.264,Happy,3.47
Photograph,Ed Sheeran,Pop,GB,2023,4,4206520,86,195495,0.717,0.608,0.413,141.7,0.234,-9.89,0.474,Happy,3.26
Bulleya,Pritam,Bollywood,IN,2020,3,2850522,81,184811,0.511,0.473,0.292,98.6,0.187,-9.94,0.016,Sad,3.08
Boy With Luv,BTS,K-Pop,KR,2023,2,3198669,81,178255,0.295,0.703,0.54,53.2,0.392,-9.65,0.029,Chill,2.97
New Rules,Dua Lipa,Pop,GB,2019,4,2637123,88,181025,0.833,0.7,0.333,119.2,0.338,-6.05,0.125,Energetic,3.02
Young and Beautiful,Lana Del Rey,Indie-Pop,US,2021,12,2371534,79,177421,0.418,0.466,0.544,92.4,0.345,-11.48,0.061,Motivational,2.96
Golden,Harry Styles,Pop,GB,2021,9,3702089,87,173287,0.47,0.758,0.465,49.8,0.067,-4.37,0.146,Romantic,2.89
lovely,Billie Eilish,Alt-Pop,US,2018,9,5321202,83,238002,0.57,0.72,0.56,136.2,0.069,-8.35,0.075,Hype,3.97
Boy With Luv,BTS,K-Pop,KR,2018,10,4899290,93,237205,0.453,0.371,0.588,126.9,0.243,-5.25,0.111,Melancholic,3.95
After Hours,The Weeknd,R&B/Pop,CA,2022,4,7773254,85,126980,0.691,0.702,0.458,121.6,0.172,-8.88,0.301,Energetic,2.12
Fix You,Coldplay,Rock/Pop,GB,2022,8,4422294,86,247121,0.532,0.667,0.327,106.5,0.412,-6.52,0.27,Melancholic,4.12
Rang De Basanti,A.R. Rahman,Bollywood,IN,2021,2,3398720,97,233503,0.606,0.762,0.786,103.8,0.088,-11.42,0.17,Hype,3.89
Can't Feel My Face,The Weeknd,R&B/Pop,CA,2019,9,16199334,100,156857,0.612,0.776,0.647,111.1,0.358,-8.04,0.044,Sad,2.61
Swimming Pools,Kendrick Lamar,Hip-Hop,US,2018,9,7913419,84,222175,0.743,0.529,0.439,120.9,0.339,-8.5,0.14,Hype,3.7
Teri Meri,Shreya Ghoshal,Bollywood,IN,2021,5,2745247,76,311333,0.776,0.399,0.498,145.6,0.356,-7.31,0.221,Happy,5.19
Rang De Basanti,A.R. Rahman,Bollywood,IN,2018,1,2503333,75,212924,0.52,0.245,0.575,117.8,0.424,-11.97,0.045,Sad,3.55
Levitating,Dua Lipa,Pop,GB,2022,1,7837124,92,228153,0.561,0.597,0.676,118.8,0.309,-9.74,0.058,Melancholic,3.8
Summertime Sadness,Lana Del Rey,Indie-Pop,US,2020,7,2779076,80,255619,0.4,0.592,0.577,122.1,0.401,-6.6,0.045,Energetic,4.26
HUMBLE,Drake,Hip-Hop,CA,2020,7,6771303,89,201939,0.815,0.192,0.039,116.5,0.068,-4.14,0.021,Hype,3.37
Sajdaa,Vishal-Shekhar,Bollywood,IN,2018,11,15787886,61,228285,0.704,0.588,0.836,112.7,0.3,-3.06,0.056,Energetic,3.8
Levitating,Dua Lipa,Pop,GB,2019,9,5468500,95,171637,0.675,0.595,0.357,90.9,0.197,-9.16,0.053,Sad,2.86
Butter,BTS,K-Pop,KR,2023,4,6485508,83,247778,0.776,0.573,0.638,111.2,0.393,-4.03,0.05,Happy,4.13
Channa Mereya,Arijit Singh,Bollywood,IN,2021,11,6177315,90,227882,0.615,0.393,0.601,129.5,0.228,-6.72,0.026,Sad,3.8
Todo,Nucleya,Electronic,IN,2019,4,9875886,90,244043,0.612,0.76,0.157,122.1,0.273,-2.5,0.091,Hype,4.07
Don't Start Now,Dua Lipa,Pop,GB,2020,4,5903843,81,246480,0.401,0.698,0.769,107.2,0.67,1.33,0.145,Melancholic,4.11
Can't Feel My Face,The Weeknd,R&B/Pop,CA,2022,1,1598837,93,244324,0.653,0.382,0.711,110.3,0.281,-6.13,0.159,Romantic,4.07
Jai Ho,A.R. Rahman,Bollywood,IN,2018,10,2910348,76,285249,0.775,0.731,0.34,114.5,0.322,-2.22,0.041,Happy,4.75
Swimming Pools,Kendrick Lamar,Hip-Hop,US,2023,12,14831396,75,232151,0.933,0.409,0.248,104.2,0.045,-6.35,0.295,Happy,3.87
bad guy,Billie Eilish,Alt-Pop,US,2021,8,4815675,72,188064,0.223,0.436,0.102,156.8,0.138,-11.87,0.059,Romantic,3.13
Laung Gawacha,Nucleya,Electronic,IN,2018,3,4481189,80,214009,0.78,0.777,0.393,95.9,0.388,-1.4,0.035,Chill,3.57
lovely,Billie Eilish,Alt-Pop,US,2020,10,7999074,95,201334,0.714,0.515,0.524,161.0,0.353,-11.24,0.083,Motivational,3.36
Therefore I Am,Billie Eilish,Alt-Pop,US,2019,11,3679896,93,210218,0.652,0.189,0.777,140.1,0.68,-4.96,0.049,Romantic,3.5
Adore You,Harry Styles,Pop,GB,2020,1,4009468,83,197643,0.886,0.582,0.597,123.1,0.634,-6.23,0.181,Energetic,3.29
Golden,Harry Styles,Pop,GB,2021,1,4127675,88,184746,0.403,0.367,0.442,98.7,0.43,-2.01,0.158,Motivational,3.08
Haare Re,Vishal-Shekhar,Bollywood,IN,2020,12,4881012,63,252859,0.744,0.78,0.455,82.7,0.441,-10.68,0.164,Sad,4.21
Watermelon Sugar,Harry Styles,Pop,GB,2020,7,3811858,83,216020,0.497,0.871,0.424,142.1,0.287,-7.4,0.243,Energetic,3.6
Todo,Nucleya,Electronic,IN,2019,4,2239909,58,242869,0.419,0.609,0.269,111.3,0.111,-5.56,0.03,Chill,4.05
HUMBLE,Drake,Hip-Hop,CA,2018,9,3615754,96,203315,0.873,0.613,0.704,103.6,0.597,1.53,0.327,Sad,3.39
Golden,Harry Styles,Pop,GB,2022,3,5761990,96,261952,0.313,0.598,0.401,104.5,0.32,-4.58,0.034,Sad,4.37
Therefore I Am,Billie Eilish,Alt-Pop,US,2019,6,2940394,96,182236,0.581,0.432,0.392,85.4,0.537,-3.04,0.011,Melancholic,3.04
Alright,Kendrick Lamar,Hip-Hop,US,2018,9,2195847,89,193394,0.791,0.842,0.326,152.0,0.079,-6.17,0.186,Romantic,3.22
Starboy,The Weeknd,R&B/Pop,CA,2021,11,9203791,84,196747,0.737,0.784,0.364,143.1,0.126,-1.51,0.122,Happy,3.28
Shake It Off,Taylor Swift,Pop,US,2022,12,4061468,100,231669,0.672,0.497,0.407,117.2,0.4,-12.43,0.116,Romantic,3.86
Young and Beautiful,Lana Del Rey,Indie-Pop,US,2020,5,5715189,76,194119,0.623,0.837,0.213,82.6,0.486,-15.68,0.021,Happy,3.24
Kun Faya Kun,A.R. Rahman,Bollywood,IN,2023,2,1256138,95,235975,0.611,0.37,0.218,105.3,0.086,-10.01,0.189,Hype,3.93
lovely,Billie Eilish,Alt-Pop,US,2023,4,12111908,92,231143,0.744,0.722,0.461,159.7,0.154,-4.73,0.3,Sad,3.85
lovely,Billie Eilish,Alt-Pop,US,2020,5,4904415,91,200648,0.671,0.639,0.33,128.2,0.139,-7.56,0.152,Sad,3.34
Swimming Pools,Kendrick Lamar,Hip-Hop,US,2023,6,7071594,84,215090,0.714,0.415,0.878,95.4,0.514,-8.84,0.142,Chill,3.58
Photograph,Ed Sheeran,Pop,GB,2022,8,2205188,80,176737,0.469,0.592,0.164,133.4,0.064,-3.39,0.073,Hype,2.95
Bulleya,Pritam,Bollywood,IN,2020,4,7041865,87,189289,0.62,0.466,0.102,75.0,0.238,-5.7,0.423,Motivational,3.15
White Iverson,Post Malone,Hip-Hop/Pop,US,2018,10,6795857,96,242193,0.556,0.462,0.334,89.2,0.251,-4.13,0.389,Romantic,4.04
God's Plan,Drake,Hip-Hop,CA,2020,9,8523925,72,246621,0.742,0.671,0.674,98.5,0.261,-8.05,0.077,Sad,4.11
Sun Raha Hai,Shreya Ghoshal,Bollywood,IN,2019,6,6779785,84,237615,0.449,0.671,0.668,136.0,0.446,-2.64,0.312,Romantic,3.96
Haare Re,Vishal-Shekhar,Bollywood,IN,2019,8,4023766,62,191858,0.687,0.226,0.556,108.5,0.616,-7.99,0.27,Motivational,3.2
Thinking Out Loud,Ed Sheeran,Pop,GB,2023,11,3659924,89,170879,0.548,0.634,0.291,146.5,0.266,-9.79,0.116,Hype,2.85
DNA,Kendrick Lamar,Hip-Hop,US,2023,6,2010728,80,198378,0.914,0.361,0.733,97.3,0.215,-5.73,0.164,Energetic,3.31
Laugh Now Cry Later,Drake,Hip-Hop,CA,2021,3,6411093,88,224156,0.642,0.372,0.538,103.8,0.128,-10.76,0.083,Happy,3.74
Dynamite,BTS,K-Pop,KR,2018,11,9636796,100,225623,0.669,0.557,0.31,135.1,0.328,-10.46,0.098,Happy,3.76
Phir Bhi Tumko Chaahunga,Arijit Singh,Bollywood,IN,2019,11,4563629,88,281233,0.612,0.761,0.487,100.9,0.324,-5.06,0.068,Romantic,4.69
Shake It Off,Taylor Swift,Pop,US,2018,4,2400139,99,187491,0.381,0.601,0.423,116.9,0.268,-12.89,0.141,Hype,3.12
Levitating,Dua Lipa,Pop,GB,2022,11,1650854,89,223967,0.765,0.575,0.433,132.8,0.082,-13.03,0.084,Hype,3.73
Summertime Sadness,Lana Del Rey,Indie-Pop,US,2018,9,1791903,74,204191,0.536,0.739,0.365,108.8,0.131,-4.81,0.215,Sad,3.4
Tum Hi Ho,Arijit Singh,Bollywood,IN,2022,12,6157022,90,185844,0.578,0.458,0.602,147.8,0.372,-8.17,0.18,Chill,3.1
Naag,Nucleya,Electronic,IN,2018,9,2885257,70,222687,0.51,0.512,0.438,118.9,0.384,-7.09,0.05,Sad,3.71
Yellow,Coldplay,Rock/Pop,GB,2018,9,12338399,66,150330,0.748,0.553,0.463,141.9,0.62,-8.24,0.112,Energetic,2.51
Happier Than Ever,Billie Eilish,Alt-Pop,US,2022,9,3671540,83,197127,0.624,0.444,0.514,112.2,0.256,-7.53,0.097,Chill,3.29
Physical,Dua Lipa,Pop,GB,2021,2,3741814,85,207319,0.524,0.705,0.432,93.5,0.285,-5.43,0.263,Motivational,3.46
Sajdaa,Vishal-Shekhar,Bollywood,IN,2022,4,5179918,75,251494,0.856,0.244,0.715,109.8,0.247,-6.22,0.127,Romantic,4.19
Teri Meri,Shreya Ghoshal,Bollywood,IN,2023,11,1564140,68,256715,0.577,0.682,0.427,102.3,0.302,-7.94,0.246,Happy,4.28
Blank Space,Taylor Swift,Pop,US,2021,7,5067405,100,205624,0.288,0.602,0.443,107.0,0.499,-2.74,0.026,Hype,3.43
Blinding Lights,The Weeknd,R&B/Pop,CA,2023,3,4908167,81,258443,0.679,0.534,0.546,129.0,0.247,-7.16,0.052,Melancholic,4.31
Born To Die,Lana Del Rey,Indie-Pop,US,2023,6,5328905,78,236604,0.609,0.719,0.829,119.2,0.232,-3.62,0.145,Melancholic,3.94
Dynamite,BTS,K-Pop,KR,2019,4,2391742,79,228984,0.673,0.424,0.597,120.0,0.147,-10.95,0.051,Hype,3.82
Shape of You,Ed Sheeran,Pop,GB,2018,11,4225384,94,211487,0.585,0.336,0.287,151.1,0.477,-0.6,0.045,Chill,3.52
Kusu Kusu,Nucleya,Electronic,IN,2023,1,1830639,78,275749,0.456,0.375,0.625,105.1,0.153,-6.37,0.25,Energetic,4.6
Circles,Post Malone,Hip-Hop/Pop,US,2019,10,5616932,85,177444,0.75,0.594,0.498,124.9,0.562,-10.92,0.326,Energetic,2.96
Balam Pichkari,Vishal-Shekhar,Bollywood,IN,2020,3,11635700,76,199732,0.821,0.116,0.45,113.4,0.257,-1.52,0.121,Romantic,3.33
Love Galore,SZA,R&B,US,2023,9,6379012,84,176149,0.717,0.67,0.658,138.0,0.15,-11.05,0.09,Motivational,2.94
